n,type,avg_th5,avg_th10,avg_th20,avg_th30,avg_th50
50100,reversed,4360.4,4261.8,4177.8,4286.4,5698.8
50100,nearly,3531.2,3501.4,3552.6,3360.2,3260
50200,random,8201,7890.2,7632.6,7526,7766
50200,reversed,3947.2,3838.8,3823,4147.2,5611.8
50200,nearly,3585.6,3627.2,3606.4,3501.2,3315.4
50300,random,8209,7867.6,7609.4,7618.2,7854.2
50300,reversed,4146.4,3988.8,3925.4,4224.4,5665.6
50300,nearly,3533.2,3470,3487,3364.8,3269.6
50400,random,8227.6,7895.6,7664,7592.2,7884.8
50400,reversed,4018.2,3927,3893.6,4254.2,5705.4
50400,nearly,3653.8,3604,3584.8,3482.2,3275.6
50500,random,8234,7922,7681,7603.4,7885.2
50500,reversed,4179.8,4053.4,3927.8,4274.4,5744.6
50500,nearly,3546.6,3512,3485.4,3386.4,3285
50600,random,8260.8,7926.2,7631.4,7536,8009.6
50600,reversed,4021.2,3903,3875.8,4216.4,5707.6
50600,nearly,3549.6,3516.8,3630.4,3415.8,3282.8
50700,random,8287.6,7974,7704,7559.6,7934.6
50700,reversed,4269.2,3983,3925.8,4272.4,5761.2
50700,nearly,3642.4,3661.6,3536.4,3434.4,3354
50800,random,8322,7976,7786.2,7639,8047.2
50800,reversed,4022,3932,3906.2,4371.2,5737.6
50800,nearly,3704.8,3640.2,3671.6,3621,3566.4
50900,random,8615.2,8113.4,7871,7658.6,8122
50900,reversed,4120.8,3985.8,3967.2,4355.6,6840.8
50900,nearly,3778.4,3724.4,3655.4,3668.2,3545.4
51000,random,8328.8,8021.8,7739,7590.4,7983.2
51000,reversed,4438.2,4242.8,4024.6,4333.4,5871.8
51000,nearly,3723.4,3694.6,3663.2,3561.4,3348
51100,random,8361.2,8008.4,7704.8,7593.6,8013.2
51100,reversed,4170,4003.6,3898.8,4268.6,5779.8
51100,nearly,3608,3560.2,3575.4,3476,3420.6
51200,random,8404.4,8040.8,7808.2,7638.6,7979.2
51200,reversed,4157.8,3981,4024.4,4303.6,5875.2
51200,nearly,3692.2,3740.2,3725,3561.6,3389.2
51300,random,8458.2,8099.8,7895,7773.6,8009
51300,reversed,4075.8,3971.6,3918.8,4330.4,5684.6
51300,nearly,3635,3722,3596.8,3470.2,3440.4
51400,random,8438,8177.2,7752.2,7620.8,7927.6
51400,reversed,4176.8,3965.2,3914.6,4284.4,5486.2
51400,nearly,3616.4,3575.2,3663.8,3594.4,3512.6
51500,random,8417,8102.8,7808.2,7697.4,7986
51500,reversed,4260,4089.2,4077,4387.8,5497.4
51500,nearly,3714.6,3595.6,3720.2,3481.8,3374.2
51600,random,8611,8531.2,7816.8,7706.2,7886.8
51600,reversed,4091.2,3966.6,3922,4314.8,5256.4
51600,nearly,3641.2,3761.4,3722,3499.8,3407.2
51700,random,8434.4,8128.6,7888.2,7920,8244
51700,reversed,4335.8,4212.4,4078.6,4554.2,5187.2
51700,nearly,3650,3602.8,3594,3462.2,3403.2
51800,random,8518.8,9900.2,8183,7855.4,7914
51800,reversed,4161,4031.6,3955.2,4356.8,5009.4
51800,nearly,3765.8,3614.4,3674.2,3527,3441.6
51900,random,8624.8,8164.8,7906.6,7796.6,8407.2
51900,reversed,6369.2,4395,4016.6,4400.8,4882.4
51900,nearly,3676.4,3674,3718.2,3625.8,3615.4
52000,random,8543.6,8148.8,7838.8,7776.8,7907.4
52000,reversed,4166.6,4023,3990.8,4386.6,4717.4
52000,nearly,3671.2,3618.6,4179,3735,3628.4
52100,random,8531.2,8104.6,7841.8,7738.6,7921.2
52100,reversed,4146.4,4029.4,4006,4417.6,4596.2
52100,nearly,3752.2,4244.2,3581,3488.8,3477.6
52200,random,8555,8263,8093.4,7759,7771.2
52200,reversed,4171.4,4016,3975,4384.8,4435.6
52200,nearly,3689.6,3628.8,3609.4,3494,3491.2
52300,random,8566,8267.2,7900.6,7853.6,7867.8
52300,reversed,4367,4160.4,4016,4481.2,4427.2
52300,nearly,3826.8,3620.8,3620,3493,3491
52400,random,8563.6,8261,7948.2,7891.6,7828
52400,reversed,4367.8,4258.2,4208.8,4500.8,4448.2
52400,nearly,3803.2,3669,3735.2,3666.4,3668.2
52500,random,8607,8265,8053.4,7998.8,7896.2
52500,reversed,4264.8,4118,4111.2,4539,4514.2
52500,nearly,4015,3939.4,3777,3675.6,3676.8
52600,random,8635.2,8294,8063.2,7856.2,7890.6
52600,reversed,4308.4,4079.2,4052.6,4477.6,4457.6
52600,nearly,3847.4,3785.4,3745,3663.6,3614.2
52700,random,8629.8,8304.6,7996.8,7841.8,7873
52700,reversed,4505,4107.2,4078.4,4514.8,4570.6
52700,nearly,3782.6,3689.8,3685.4,3673,3667.2
52800,random,8658.6,8275,7949.4,7846.2,7870.4
52800,reversed,4575,4092.8,4053.4,4466.6,4462.2
52800,nearly,3714.4,3722.2,3769.8,3703.8,3589.2
52900,random,8678.8,8295,8012.2,7925.2,8008.8
52900,reversed,4275.4,4112.8,4104.4,4538,4531.2
52900,nearly,3786,3700.2,3652.2,3570.2,3562.4
53000,random,8659.8,8322.4,8033.6,7944.8,7966.8
53000,reversed,4509.4,4359.8,4211,4612,4570.8
53000,nearly,3771,3696,3653.2,3543.8,3543.6
53100,random,8694.4,8364.4,8023.6,7934.6,7968.6
53100,reversed,4441.6,4158.2,4132.6,4543.8,4548.2
53100,nearly,3880,3844.6,3680.8,3595.2,3574.4
53200,random,8699.8,8365.6,8066.2,7943.8,7953.6
53200,reversed,4292.8,4180.8,4129,4540.4,4572.6
53200,nearly,3823.2,3814.6,3742.8,3580,3576
53300,random,8716.4,8408.8,8160.8,8128.6,7947.4
53300,reversed,4240.4,4113,4089,4529.4,4512.4
53300,nearly,3769.4,3761.8,3730.6,3601.6,3607.4
53400,random,8740.2,8393.2,8158.8,8010.2,8063.6
53400,reversed,4229.4,4124.2,4115.2,4614.6,4555.8
53400,nearly,3898,3749.6,3717.8,3745.2,3659.4
53500,random,8757.6,8431.4,8181.4,8009.8,8003
53500,reversed,4259.6,4141.8,4103,4540.6,4540
53500,nearly,3776.2,3730.2,3730,3634.8,3609
53600,random,8785,8424.4,8161.4,8066.2,8046.2
53600,reversed,4232.2,4131.8,4126.8,4602.2,4596.6
53600,nearly,3797.4,3787,3788.4,3600.6,3641
53700,random,8935,8504.8,8130,8049,8057
53700,reversed,4422.8,4221,4207.6,4636.2,4630.2
53700,nearly,3980.6,3878.6,3812.4,3714.6,3613.4
53800,random,9687.6,8439.4,8134.4,8097.8,8019.4
53800,reversed,4268.4,4526.8,4354.6,4773.8,4754.2
53800,nearly,4088.2,4012.8,3858.6,4289.4,7497.2
53900,random,9565.6,13157.4,8854.2,8442.8,9099.4
53900,reversed,7126.8,4866.8,4759.4,6433.6,4835.4
53900,nearly,4031.4,3979,3835.4,3841.4,3714.2
54000,random,9358.6,9239.4,8846.4,8470.2,8163.4
54000,reversed,4353.6,4207.8,4243.2,4623.4,4712
54000,nearly,4159.4,4164.6,3768.8,3661.6,3642.8
54100,random,8884,8484.4,8175.4,8091.8,8145
54100,reversed,4417.4,4292.2,4197.6,4684.6,4695.4
54100,nearly,3943.2,3884,3758.2,3613.8,3605.6
54200,random,8876.2,8540.4,8369.4,8646,8476
54200,reversed,4526.4,4421.2,4276.4,5483.2,4893
54200,nearly,4279.4,3925,3904,3749.2,3753.2
54300,random,8986.6,8531.2,8253.6,9387.4,8283
54300,reversed,4345.6,4231,4278.8,4821.2,4789.6
54300,nearly,4161.8,4282,3933.2,3759,3807.4
54400,random,8981,8804.2,8416.8,8379.6,8369.8
54400,reversed,4413.6,4243,4224.4,4693.4,4729
54400,nearly,9264,4226,4307.8,3889.8,4070.2
54500,random,9947.4,9977,10934.4,8797.4,9731.4
54500,reversed,4705.4,4328,4470.2,4723,4678.2
54500,nearly,4013.6,3968,3794.8,3695.2,3727.6
54600,random,8929,8601,8355.8,8995.2,8629.4
54600,reversed,4382.6,4240.6,4252.2,5054.6,4948.4
54600,nearly,4173.8,3868.8,3764.2,3682,3683.4
54700,random,8961,8618,14793.8,12780.8,9169.2
54700,reversed,4416.8,4336.4,4244.4,4807.8,4698.4
54700,nearly,4008,4001.6,3777.6,3697.4,3692
54800,random,8988.2,8650.6,8390.4,8252,8208.8
54800,reversed,4363.2,4239.4,4204.8,4679.2,4692.6
54800,nearly,4033.4,3990,3871.6,3708.6,3696.6
54900,random,8994.4,8688.2,8369,8322.4,8460
54900,reversed,4398.2,4297,4317.4,4774.8,4754.4
54900,nearly,3949.6,3884,4263,4814,5064
55000,random,10751.4,8736.2,8377.2,8642.6,8937.2
55000,reversed,5158.4,4741.6,4800.6,5605.6,7083.2
55000,nearly,4422.6,6813.8,6548.2,3849.6,3719.2
55100,random,9075.2,8699.2,8372.4,8225.6,8225.8
55100,reversed,4740.2,4351.2,4293.4,4741.2,4756.8
55100,nearly,4006.4,3902,4106.6,4691.6,3822.8
55200,random,9130,8659.8,8345.8,8220.4,8290.4
55200,reversed,4565.2,4323.2,4277,4774.8,4747.2
55200,nearly,3980.2,4053.4,8889.4,4023.8,3892.8
55300,random,9157.6,8730.8,8465.6,8518.2,8387.2
55300,reversed,4735.2,4402.6,4349.8,4861,4915.8
55300,nearly,4160.8,4051.4,3990.8,3859.8,3860.4
55400,random,9073.6,9239.8,8483.6,8361.6,8361.8
55400,reversed,4473.2,4317,4293.4,4826,4807.6
55400,nearly,4109,4056.8,3884,3814.2,3821.2
55500,random,15451,9081.4,8472.8,8516,8360.4
55500,reversed,4408.8,4377.6,4493,5617.8,4830
55500,nearly,4063.8,4044.6,3813.6,3722.8,3760.2
55600,random,9045.2,8794.4,8574,9382.8,9344.2
55600,reversed,4753.2,4516,4416.2,5242.4,4824.4
55600,nearly,4168,4042.8,3952,3873.8,3958.2
55700,random,9203.4,8768,8401,8291.4,8342.8
55700,reversed,4697.2,4505.8,4485,4976.2,4811.8
55700,nearly,4111,4066.8,3999,3951.8,3893.8
55800,random,9114.8,8729.6,8541,8368.4,8439.8
55800,reversed,4414.6,4305.2,4384.2,5009.4,4956
55800,nearly,4085.8,4047.8,3982.4,3904.6,3900.2
55900,random,9126.2,8795.8,8629.4,8871.4,8474.8
55900,reversed,4533.6,4326,4329,4993.8,4845
55900,nearly,3982,4005.8,3963.4,3965,4014.4
56000,random,9285,8924,8836,8699,8755.4
56000,reversed,4572.2,4478.6,4444.6,5040.6,5117
56000,nearly,4167.2,4176.8,4163.4,4031.6,3947.8
56100,random,9278.2,8958.4,8631.6,8714.6,8563
56100,reversed,4599.4,4447.6,4410.6,4921,4942.4
56100,nearly,4021,4020.4,4040.8,3934.4,3978.4
56200,random,9216.6,8916.6,8644.4,8758.6,8484.4
56200,reversed,4517,4467.2,4415,4924,4899.4
56200,nearly,3954.8,3971.2,3987,3912.2,3963.4
56300,random,9301,8926.8,9080.6,8550.8,8559.4
56300,reversed,4500.6,4364.4,4358,4976.8,4930.4
56300,nearly,4140.2,4069,4028.6,3896.4,3851.2
56400,random,9209.2,8907.4,8719.4,8795.6,8539.8
56400,reversed,4636,4411.4,4411.2,4954,5006.8
56400,nearly,4035.4,4105.4,4049.4,3958.8,3947.8
56500,random,9252,8902.6,8710.4,8751.8,8542.6
56500,reversed,4645.2,4393,4497.4,5173.4,5164.6
56500,nearly,4309,4234.2,4154.2,4130.4,4032.6
56600,random,9624.2,9265.8,8982.8,8810,8873.4
56600,reversed,4721.2,4468.4,4479,5007.6,5085.6
56600,nearly,4398.4,4072.6,3982,3877,3960.2
56700,random,9394,8995.8,8659.4,8584.2,8497.8
56700,reversed,4606.6,4364.6,4373.6,5068,5070.6
56700,nearly,4197.6,4181.4,4114.8,3972.8,4037.4
56800,random,9350.8,8990.8,8706.6,8631.2,8767.2
56800,reversed,4547.8,4409.8,4437.2,4985.6,5315.4
56800,nearly,4162.4,4120,3951.4,4081.6,4131.8
56900,random,9624.4,9259.2,8995.6,9054.6,9048.4
56900,reversed,4999,4687.2,4682,5396.2,5068.6
56900,nearly,4030,4036,3961.4,3871.6,3872.8
57000,random,9303.2,8951.8,8713,8828.2,8699.4
57000,reversed,4580.8,4440.6,4455.8,5025.6,5022.8
57000,nearly,4166.6,4761.4,4242,4223.4,4142.8
57100,random,9644.4,9689,12650.2,9406.2,8670.8
57100,reversed,4792.6,4498,4520,5114.4,5149.6
57100,nearly,4056.4,4151.4,4130.6,3867.8,3861.2
57200,random,9340.8,8993.6,8727.2,8670,8600
57200,reversed,4733.8,4464.4,4488.2,5104.2,5081.2
57200,nearly,7852.4,6834.6,4326,4005.4,3974.4
57300,random,9350.8,8999.8,8716.2,8715.4,8586
57300,reversed,4765,4499.6,4455.6,5043.6,5172.4
57300,nearly,4264.4,4115.8,3995.6,3858.6,3916
57400,random,9372.6,9029.4,8725.2,8618.2,8583.4
57400,reversed,4767.4,4514.8,4478.4,7035.8,5472.2
57400,nearly,4677.4,4087.8,4012.6,3911.2,3917.6
57500,random,9410.6,9050.4,8729.2,8704.4,8678.8
57500,reversed,4693.4,4548.6,4554.2,5046.4,5033.4
57500,nearly,4304.6,6242.2,4087.2,3987.4,3940.6
57600,random,9437,8982.2,8780,8931.2,8776
57600,reversed,4798.4,4501,4473.6,5285.2,5109.6
57600,nearly,4253.6,4217.8,4162.4,4001,4045.2
57700,random,9398.8,9054.6,8799.8,8709.4,8687.6
57700,reversed,4842.4,4450.4,4480,5080,5068
57700,nearly,4107.6,4160.4,4158.2,4067,4060
57800,random,9433.6,9102.8,8850,9023.2,8761.6
57800,reversed,4802,4647.8,4651.2,5250.6,5080.8
57800,nearly,4201,4176,4174.2,4093.2,3949.4
57900,random,9444.6,9110.6,8799.6,8770.4,8894.8
57900,reversed,4783.8,4547.4,4576.6,5292.6,5106.2
57900,nearly,4269,4171.2,4057.4,3943.2,3936.2
58000,random,9491,9132.4,8804,8756.6,8731.8
58000,reversed,4673,4560.6,4566,5142,5158.2
58000,nearly,4261.6,4252.6,4147.4,4061.8,4065
58100,random,9510.8,9165.2,8804.4,8771,8751
58100,reversed,4787.6,4584,4525.8,5125,5149.8
58100,nearly,4175.8,4151.6,4159,3977.2,3974.6
58200,random,9522.4,9144,8843.2,8818.4,8816.6
58200,reversed,4881,4759.8,4642.6,5247.6,5256.8
58200,nearly,4232.4,4219.6,4208.2,4172.4,4185.2
58300,random,9547.8,9178.4,9001.4,9162.4,9028.6
58300,reversed,4729.2,4612,4666.6,5487.2,5694.6
58300,nearly,4545.4,4313.2,4118.4,4014.6,3987.4
58400,random,9522.6,9142.4,8784.6,8748.4,8778.4
58400,reversed,4693,4525,4685.6,5261.2,5202
58400,nearly,4311.2,4347.4,4192,4096,4097.4
58500,random,9562.4,9195,8986.6,9062.4,8881.6
58500,reversed,4668.4,4524.8,4542.6,5238.4,5258.2
58500,nearly,4300.8,4161.4,4081.6,4127,4123.6
58600,random,9557.4,9192.2,8882.4,8872,8774
58600,reversed,4645.2,4538.2,4531.2,5172.6,5179.4
58600,nearly,4335.8,4231.4,4081.2,3983.8,3991.6
58700,random,9603.8,9224.8,8922.6,8915.8,8902.4
58700,reversed,4743.8,4601,4642.2,5311.6,5207
58700,nearly,4234,4192.2,4113,3993.4,4005.4
58800,random,9605.6,9273,8932,8920.6,8948.4
58800,reversed,4672.4,4554.2,4614.4,5169,5178.8
58800,nearly,4185.2,4196.2,4094.4,3997.4,3993.4
58900,random,9606.4,9222.4,8956.8,8951,8897.4
58900,reversed,4765,4646,4656.6,5313,5322.4
58900,nearly,4320.4,4305.6,4170.4,4046.4,4028.8
59000,random,9661.8,9281,9039.8,9150.2,8866.4
59000,reversed,4900,4650.2,4582.6,5212.8,5226.8
59000,nearly,4361.8,4245.4,4256.6,4036.2,4015.4
59100,random,9656.6,9301,9014.8,9157.4,9129.8
59100,reversed,4983.6,4723,4704.4,5475.4,5327.8
59100,nearly,4359.8,4324.8,4269.2,4164.6,4160.8
59200,random,9662.2,9354,9317.4,9164.4,9127.6
59200,reversed,5181.6,4740.2,4725.6,5423.6,5358.2
59200,nearly,4307.8,4406.8,4307,4134.2,4153.4
59300,random,9866.2,9569.6,9024.6,8972.8,8901.2
59300,reversed,4724.2,4603.6,4629.2,5270.8,5284
59300,nearly,4306.4,4257.8,4122.4,4030.2,4034
59400,random,9702.8,9378.6,9171.6,9225,8947.8
59400,reversed,4844.4,4667.2,4679.4,5341.4,5358.8
59400,nearly,4371.2,4280.4,4292.4,4193.8,4201
59500,random,9731,9379.6,9228.8,9395.4,8984.8
59500,reversed,4952.2,4696.6,4700,5365.4,5382
59500,nearly,4383,4366,4244.8,4030.2,4029.2
59600,random,9772.4,9396.6,9073.6,9035.2,8994.6
59600,reversed,4784,4711.4,4749.8,5335.4,5302.6
59600,nearly,4280.6,4470.4,4536.4,4427.6,4328.6
59700,random,9792.6,9480.8,9182.4,9288,9060.4
59700,reversed,4885,4720.2,4749.8,5417.2,5419.2
59700,nearly,4258.4,4369,4316.2,4213.8,4252.4
59800,random,9771.6,9390.6,9082,9141.2,9013.4
59800,reversed,4799.6,4685.2,4700.2,5370.8,5366.2
59800,nearly,4303.6,4431.6,4331.6,4203,4244.6
59900,random,9786,9381.6,9090.6,9153,8989.4
59900,reversed,5111.2,4655.4,4660.4,5340.8,5350.4
59900,nearly,4364.4,4499.6,4184.8,4062,4057.6
60000,random,9796.2,9458.2,9133,9128.4,9103.4
60000,reversed,4960.6,4732.2,4735.8,5411,5425.6
60000,nearly,4269,4309,4309.8,4216.8,4205.4
60100,random,9833.8,9438.2,9113,9149,9344
60100,reversed,5125.4,4854.2,4807,5639,5377.8
60100,nearly,4356.6,4451.8,4374,4275,4197
60200,random,9864.6,9473.6,9143.8,9154,9076.8
60200,reversed,5075.8,4904.8,4929.4,5569,5413
60200,nearly,4293.6,4432.4,4356.4,4232.8,4241.4
60300,random,9833.6,9488.8,9245.2,9265.2,9121.2
60300,reversed,4881.4,4731.2,4755.6,5468.4,5464.6
60300,nearly,4503.6,4457,4398.8,4295.8,4288.4
60400,random,9885.2,9522.2,9210.2,9218.8,9184.4
60400,reversed,4916.6,4801.4,4821.6,5528,5528.2
60400,nearly,4429.2,4460.2,4365.8,4251.4,4119.6
60500,random,9888.6,9550.6,9316.8,9314,9223.6
60500,reversed,5070,4919.2,4771.2,5553.2,5399.2
60500,nearly,4486.2,4449.2,4205.8,4110.2,4113
60600,random,9891.4,9526.6,9292.8,9202.6,9097
60600,reversed,5067.6,4753.2,4723.8,5424.6,5432.8
60600,nearly,4422.4,4494,4433.8,4332,4312.2
60700,random,9932,9617.6,9443.6,9516.4,9451.2
60700,reversed,4891.2,4785,4864.4,5792.8,5794.4
60700,nearly,4482.8,4486.2,4379.2,4155,4134.6
60800,random,9934.4,9580,9318,9306.6,9284.4
60800,reversed,5129.2,4810.4,4803,5524.2,5521.4
60800,nearly,4509.6,4485.6,4400.2,4331.4,4347.6
60900,random,9945.4,9629.4,9386,9589.6,9507
60900,reversed,5083.4,4986.6,5075,5945.2,5666.8
60900,nearly,4346.4,4458.6,4372.8,4212,4110.8
61000,random,9973.4,9597,9382.8,9389.2,9163.8
61000,reversed,4863.8,4740.4,4753.6,5468,5501.6
61000,nearly,4368.4,4339.2,4440.6,4236.6,4212.2
61100,random,10160.8,9681.2,9381.4,9421.2,9347
61100,reversed,4932,4818.6,4784.2,5601.8,5780.8
61100,nearly,4566.6,4571.6,4581,4332.4,4447.2
61200,random,10283.2,9880,9574.4,9563.8,9390
61200,reversed,4938,4889.2,4898.2,5648.8,5621.4
61200,nearly,4486.6,4372.4,4294.6,4178.8,4186.4
61300,random,10032,9646,9337.6,9298.8,9325.4
61300,reversed,5057.4,4831.4,4894.6,5623,5626
61300,nearly,4418.4,4386.2,4298.2,4165.6,4162
61400,random,10058.4,9687.6,9398.8,9363.4,9239.4
61400,reversed,4903.6,4797.4,4829.2,5850.4,5736
61400,nearly,4568.6,4454.6,4384.2,4348.8,4370
61500,random,10114,9682.8,9422.4,9390,9269.8
61500,reversed,4915.2,4763.4,4796,5618.6,5966.4
61500,nearly,4614.6,4755.2,5017.4,4334.2,4395.4
61600,random,10125.6,9772.6,9455,9384.4,9378.6
61600,reversed,5008.8,4861,4952,11931,9219.8
61600,nearly,4654.6,4686.2,4589.6,4421.2,4297.6
61700,random,10144.4,9724.8,9467.4,9537.8,9492.2
61700,reversed,5051.2,4823.8,5072.6,5676.4,5757.2
61700,nearly,4752,4682,4621.6,4545.2,4514.6
61800,random,10438.2,10054,9735.2,11242.8,11539.2
61800,reversed,11990.2,25237.4,6392.4,6004.2,5860.8
61800,nearly,4814.2,4761.2,4611.2,4566,4629
61900,random,10432.2,11615.2,9871,9645,9665
61900,reversed,4999.2,4887.2,4851.8,5409.4,5591.6
61900,nearly,4619.4,4596,4525,4541.2,4326
62000,random,10231.6,9824.8,9544,9563.6,9542.4
62000,reversed,5252,5052.4,5144.6,5574,5656.6
62000,nearly,4764.8,4595,4517,4440.4,4446
62100,random,10418.8,9892.2,9724.8,9832.2,9720.2
62100,reversed,5198.6,5011.4,5124,5579.6,5763.4
62100,nearly,4563.6,4506,4418.6,4355.8,4332
62200,random,10285.8,9787,9436.8,9445.2,9464.6
62200,reversed,4976.2,4834.8,4919.8,5396.4,5648.4
62200,nearly,4547,4544,4439.6,4279.2,4225.2
62300,random,10215,9821.2,9572,9505,9657.2
62300,reversed,5073.2,4837.4,4838,5289.4,5649.2
62300,nearly,4596.6,4444.2,4334,9675.2,7521.2
62400,random,14592.4,9820.6,9437.8,9488.4,9462.4
62400,reversed,5036,4847.2,4878.8,5284.8,5652.4
62400,nearly,4648.8,4616.4,4400,4448.6,4430
62500,random,10267.6,9927.2,9660.4,9562.6,9712.6
62500,reversed,5010.8,4875.6,4964.6,5327.8,5680.6
62500,nearly,4611.2,4476.2,4378.8,4332,4289.6
62600,random,10303.6,10438,14811.4,9903,9492.8
62600,reversed,5151.6,4903,4927.8,5284,5772.2
62600,nearly,4611.2,4591.2,4421.6,4438.2,4428
62700,random,10276.8,9898.8,9598.2,9532,9608.8
62700,reversed,5044,4906,4929.8,5236.8,5709.6
62700,nearly,4572.2,4603.6,4570.4,4539.2,4467.2
62800,random,10305,9879.2,9689.8,9593.4,9547.8
62800,reversed,5247.8,4985.6,4976.2,5237.4,5778.4
62800,nearly,4556.6,4745,4597.8,4405.4,4368
62900,random,10429.6,9848.6,9527.6,9498,9507
62900,reversed,5172.8,4934,4974.8,5203.2,5778.6
62900,nearly,4624.4,4592,4411,4529.8,4355.6
63000,random,10358,9982.4,9784.2,9729.8,9632.8
63000,reversed,5126.8,5078,5222.4,5638,6136.2
63000,nearly,4782.2,4680.6,4580.6,4439,4354.2
63100,random,10536.8,9861.4,9555.4,9573.6,9575.4
63100,reversed,5162.8,5054.4,5035.8,5182,5841
63100,nearly,4539.2,4473.6,4397.2,4382.4,4276.4
63200,random,10310.4,9923.8,9627.6,9637.2,9571
63200,reversed,5599,5350.4,5114.4,5123.4,6331.2
63200,nearly,4879.8,5144,6433.4,4830.2,5210
63300,random,11476,10379.2,11561,10520.8,10923.6
63300,reversed,5786.2,5212.6,5456,5503.4,7116.6
63300,nearly,5140.2,4840.8,4572.8,4554.6,4550.4
63400,random,10604.8,9941.6,9609.2,9610.8,9618.4
63400,reversed,5325.8,4947.6,5014.8,5070.8,5956.6
63400,nearly,4716.6,4631,4474.2,4943,4744.8
63500,random,11437.8,11001.4,10277.8,10412.4,9853.8
63500,reversed,5188.6,5206.2,5257.8,5236,5986.6
63500,nearly,5009.2,4664.6,4515,4506,4343.4
63600,random,10958.6,10707,9735.8,9680.8,9721.2
63600,reversed,5188.4,4993,5236.8,5308,6083.2
63600,nearly,4668.8,4649.4,4491.6,4533.8,4518.8
63700,random,10452.2,10033.6,9740,9726.2,9758
63700,reversed,5221.6,5133.4,5063.2,5069.8,5839.8
63700,nearly,4659.4,4692.4,4646.2,4650.8,4534
63800,random,10498.4,10083.8,9742.2,9748.4,9726.8
63800,reversed,5297.6,4968.2,5006.4,5000.4,5855
63800,nearly,4672.8,4706.6,4502.2,4582,4644.2
63900,random,10527,10021.4,9645.4,9686.2,9691.6
63900,reversed,5129.2,4991.2,5019.6,5008.6,5853.8
63900,nearly,4718.4,4775.8,4708.2,4738.8,4602
64000,random,10507.8,10102.4,9695,9797.2,9865.6
64000,reversed,5150.8,5019.6,5091.2,5017.6,5866.8
64000,nearly,4810.6,4750,4550.2,4500,4410.8
64100,random,10517.2,10131.4,9940.4,10061.4,10206
64100,reversed,5404,5161.4,5217.8,5224.8,6090.8
64100,nearly,4920.2,4716.6,4666,4644.8,4551.4
64200,random,10847.6,10287,10037.2,9836.4,9807.2
64200,reversed,5175.4,5013.6,5060.4,5041.8,5906.4
64200,nearly,4686.4,4563.6,4485,4486.2,4424.8
64300,random,10543,10173.2,9949.4,10092.8,9888
64300,reversed,5317,5092.4,5083.8,5135.6,6179.8
64300,nearly,4951.6,4830.6,4710.2,6629,5856
64400,random,12294.6,10382,10141.6,10243,10171.8
64400,reversed,5274.2,5077.2,5174.6,5054.6,5942
64400,nearly,4843.6,4774.6,4657.6,4537,4413.4
64500,random,10562.8,10156.2,9827.6,9866.4,10050.4
64500,reversed,5278,5047,5069.4,5073,6034
64500,nearly,4861,4798.2,4547.6,4541.8,4450.4
64600,random,10572.2,10188,9763.4,9861.2,9963.2
64600,reversed,5208.2,5126.4,5222.2,5245.8,6019.6
64600,nearly,4794,4763.4,4670.4,4742.2,4613.8
64700,random,10669.2,10131.6,9913,9902.2,9809
64700,reversed,5470.4,5106.2,5079.4,5095.6,5961
64700,nearly,4755.8,4782.6,4675.8,4682,4498.4
64800,random,10609.6,10798.2,10181,9980.2,9877.8
64800,reversed,5281,5107.8,5106.4,5101.6,6001.2
64800,nearly,4847.8,4690.4,4740.4,4665.2,4409.6
64900,random,10630.2,10199.2,10651.8,11319.4,12982.2
64900,reversed,5678.6,5355,5614,5523.8,6217.6
64900,nearly,4885.8,4770.4,4881.4,4753,4561
65000,random,10674.8,10213.4,9892.4,9896.6,9876.6
65000,reversed,5223.2,5187.6,5275.6,5634.4,6431.6
65000,nearly,5001.6,5037.4,4962.8,4766.8,4560.6
65100,random,10851,10327.4,9846.6,9856,9927.8
65100,reversed,5327.6,5077.2,5160.2,5140,6035.6
65100,nearly,4981.8,4798.2,4589.2,4593.2,4478.2
65200,random,10709,10271.8,9990.6,9963,9980.6
65200,reversed,5298.2,5219.2,6735.2,5364.6,6132.2
65200,nearly,4824.4,4749.8,4643.4,4808.6,4672.4
65300,random,10813.6,10336,10023.4,10173.4,10039.6
65300,reversed,5218.4,5083.2,5169.6,5156.8,6061.2
65300,nearly,5744.6,4929.2,4727.8,4643,4482.2
65400,random,10763.4,10404.8,10084.4,10140.6,10133.4
65400,reversed,5546,5187,5228.4,5238.2,6115
65400,nearly,4836.4,4844.2,4705,4625.8,4512.4
65500,random,10778,10372.2,10116.2,10039,9957
65500,reversed,5401.8,5195.8,5235.8,5225.6,6704.2
65500,nearly,5667.6,5568,5357.6,4774.2,4596
65600,random,10779.2,10350.2,10003,9981.6,10000.6
65600,reversed,5263,5129.2,5204,5213.4,6140
65600,nearly,4874,4745.4,4615.4,4661.4,4611.2
65700,random,10813.4,10382.4,10678.6,10420.2,10051.6
65700,reversed,5385.6,5159,5192.4,5189.2,6132.2
65700,nearly,5055.8,4723.8,4639.4,4641,4538.8
65800,random,10810.2,10405.2,10083,10347.8,10096.8
65800,reversed,5383.4,5131.2,5207.6,5179.2,6350.6
65800,nearly,4950.4,5050.2,4665,4706.2,4559.2
65900,random,10806.8,10402.2,9998,10006.6,10049.2
65900,reversed,5353.2,5191,5220,5222.2,6158.2
65900,nearly,4938.2,4889,4676,4671.8,4538.4
66000,random,10991.6,10523.2,10193,10165.2,10055.2
